6.392500000000000071e+00,4.163400000000000212e+00,8.297499999999999432e+00,2.810500000000000220e+00,7.803600000000000314e+00,4.075999999999999623e+00,0.000000000000000000e+00,7.457000000000000295e-01,1.280200000000000005e+00,1.975500000000000034e+00,2.339300000000000157e+00,1.486519999999999975e+01,8.696000000000000396e-01,9.987700000000000244e+00,0.000000000000000000e+00,4.101499999999999702e+00,2.021000000000000019e-01,8.696000000000000396e-01,4.603999999999999759e-01,1.859619999999999962e+01,1.859600000000000009e+01
5.489200000000000301e+00,5.262500000000000178e+00,1.082830000000000048e+01,6.180100000000000371e+00,6.275400000000000311e+00,3.169200000000000017e+00,6.443999999999999728e-01,1.539999999999999980e-01,2.601100000000000190e+00,2.996700000000000141e+00,3.520199999999999996e+00,1.207980000000000054e+01,1.539999999999999980e-01,1.154059999999999953e+01,1.539999999999999980e-01,5.003599999999999604e+00,0.000000000000000000e+00,6.443999999999999728e-01,0.000000000000000000e+00,1.853130000000000166e+01,1.853160000000000096e+01
6.621299999999999741e+00,6.676599999999999646e+00,8.695499999999999119e+00,6.087000000000000188e-01,6.049999999999999822e+00,3.765200000000000102e+00,2.326000000000000012e-01,0.000000000000000000e+00,1.364300000000000068e+00,3.149399999999999977e+00,4.004100000000000215e+00,1.560309999999999953e+01,7.653999999999999693e-01,1.180289999999999928e+01,0.000000000000000000e+00,4.326999999999999957e+00,1.711200000000000054e+00,7.653999999999999693e-01,0.000000000000000000e+00,1.833680000000000021e+01,1.833729999999999905e+01
6.538299999999999557e+00,1.417939999999999934e+01,8.778299999999999770e+00,4.683200000000000252e+00,8.802899999999999281e+00,8.449099999999999611e+00,5.561000000000000387e-01,4.958800000000000097e+00,3.673299999999999788e+00,3.894699999999999829e+00,5.012299999999999756e+00,1.582789999999999964e+01,1.526699999999999946e+00,1.382740000000000080e+01,3.047000000000000264e-01,8.652499999999999858e+00,5.561000000000000387e-01,1.639899999999999913e+00,1.269600000000000062e+00,1.730249999999999844e+01,1.730199999999999960e+01
6.023699999999999832e+00,3.116000000000000103e+00,8.466799999999999216e+00,1.032699999999999951e+00,7.847400000000000375e+00,3.741600000000000037e+00,1.205999999999999989e-01,1.205999999999999989e-01,7.631999999999999895e-01,4.169599999999999973e+00,4.957399999999999807e+00,1.291629999999999967e+01,1.259700000000000042e+00,9.684699999999999420e+00,2.318000000000000060e-01,6.631400000000000183e+00,0.000000000000000000e+00,3.351000000000000090e-01,0.000000000000000000e+00,1.804009999999999891e+01,1.804210000000000136e+01
5.616900000000000226e+00,1.335730000000000040e+01,9.909000000000000696e+00,4.565599999999999881e+00,7.684099999999999930e+00,7.303700000000000081e+00,3.467000000000000082e-01,5.991100000000000314e+00,6.579799999999999649e+00,3.430000000000000160e+00,4.935699999999999754e+00,1.411790000000000056e+01,9.639999999999999680e-01,1.265109999999999957e+01,1.837000000000000022e-01,6.282899999999999707e+00,1.837000000000000022e-01,6.260000000000000009e-01,1.151999999999999913e+00,1.799459999999999837e+01,1.799559999999999960e+01
5.443200000000000038e+00,4.888399999999999856e+00,1.123230000000000040e+01,6.521499999999999631e+00,7.261000000000000121e+00,3.349200000000000177e+00,1.417399999999999993e+00,0.000000000000000000e+00,8.761999999999999789e-01,4.299800000000000288e+00,5.042699999999999960e+00,1.247610000000000063e+01,6.061999999999999611e-01,1.280380000000000074e+01,2.736999999999999988e-01,7.252100000000000435e+00,0.000000000000000000e+00,1.526100000000000012e+00,0.000000000000000000e+00,1.818209999999999837e+01,1.818349999999999866e+01
5.428499999999999659e+00,4.834200000000000053e+00,9.050000000000000711e+00,5.335700000000000109e+00,7.773500000000000298e+00,3.944700000000000095e+00,2.086300000000000043e+00,7.703999999999999737e-01,8.120900000000000674e+00,3.462400000000000144e+00,4.834200000000000053e+00,1.381809999999999938e+01,5.093999999999999639e-01,1.199849999999999994e+01,1.905000000000000027e-01,5.181499999999999773e+00,1.905000000000000027e-01,1.183000000000000052e+00,0.000000000000000000e+00,1.831510000000000105e+01,1.831449999999999889e+01
5.591099999999999959e+00,3.031600000000000072e+00,8.706300000000000594e+00,2.108499999999999819e+00,6.516399999999999970e+00,2.282300000000000217e+00,4.999000000000000110e-01,0.000000000000000000e+00,6.341999999999999860e-01,2.437399999999999789e+00,2.735300000000000065e+00,1.188310000000000066e+01,3.517000000000000126e-01,1.035449999999999982e+01,0.000000000000000000e+00,4.676300000000000345e+00,1.864999999999999991e-01,3.517000000000000126e-01,0.000000000000000000e+00,1.868690000000000140e+01,1.868769999999999953e+01
5.932000000000000384e+00,1.048990000000000045e+01,7.784099999999999575e+00,5.853900000000000325e+00,1.045059999999999967e+01,7.440100000000000158e+00,1.051299999999999901e+00,1.748199999999999976e+00,4.681799999999999962e+00,7.174800000000000288e+00,8.675000000000000711e+00,1.804710000000000036e+01,1.322699999999999987e+00,1.064520000000000088e+01,8.937000000000000499e-01,8.445700000000000429e+00,8.937000000000000499e-01,2.935299999999999798e+00,2.802999999999999936e-01,1.742909999999999826e+01,1.742630000000000123e+01
